gene_name1,Var2,Var3,Var4,Var5,Var6,Var7,Var8,Var9
c2962,8.41208978374598,8.47916611846343,7.88201283109006,6.8531246547256,7.32678958973618,8.14467926644437,8.3093655603404,8.00906742860573
Z4877,6.66046470232763,7.24717644778324,6.29109325989764,4.72296676115617,5.46809339999068,5.75648419056241,6.86881245849987,4.10821614646615
b0018,10.2832174100741,9.78353780503136,10.1021171046129,9.16900201511347,9.10372990636905,9.57702948347662,10.0711783192249,9.46473077281284
b0242,11.134375324498,11.14829735479,11.3327592971606,11.6192934301755,11.9793158588873,11.7177118857425,11.3838491689544,11.433606763093
c3566,6.01331283668066,6.20649621774309,4.74252860178147,3.13393119220297,4.29819341685126,4.37181360239339,6.43698492881765,2.19695164735848
ECs1250,5.9716926557888,6.32794365142732,5.40597081618815,3.77976158319664,4.62082247316623,5.04590168024615,6.42792307383124,3.4931678276533
Z0412,8.77638957436218,9.25393564431385,9.35514143259836,8.80565577824208,8.75571250605431,9.18428130815645,9.00360309050995,8.25617926218783
ECs1795,10.1942179902376,9.31350580281316,12.5771406942173,11.141031193017,11.1214992977924,11.3141309138652,9.78449233751676,10.5205402222912
Z5294,8.75512401049232,9.2741930046116,8.20447545793256,8.74904975822943,9.46034172491941,9.0014200131985,9.52442659886292,9.00437516740157
ECs2229,5.9038944816638,6.08391961848559,4.98192542694896,3.57176198610643,5.11515744951796,5.56782176029577,6.63020878674016,2.88361227179648
c1548,6.10329189982078,6.01137855434733,5.61860157225011,3.00979165858395,4.2598102114734,5.24754641226195,6.31262909811725,3.07172401319334
b1619,13.2114513437332,11.2755544859248,12.2522416383451,11.7398192145566,11.5708185888074,11.9532648344031,12.5387150297973,11.21507650277
c2526,5.68077703972299,5.81073530361511,5.08191642385367,3.41124138176064,3.88821250154689,5.25602113921709,5.86747154459444,3.07047195869739
Z2962,6.74780649708169,6.21186364324848,6.23320806217856,4.81109171368932,6.68734611196389,5.72591529100066,6.75202964958842,4.4385788732757
b1243,15.1154200379058,15.71988967335,15.3220641471337,15.9349714295579,15.106697358516,15.3576373872021,15.2978788795033,15.0439887919087
Z5498,7.80667016345901,8.1747670580096,7.63538862692905,7.27252699699232,8.08984516731926,7.80187451510863,8.71168916079981,7.36369692720503
ECs4937,12.0726204073136,12.4004545788843,12.1452776399406,12.0814839845873,12.3622570433932,12.1394122667537,12.3430471654962,12.117777765917
b3786,11.8262436720868,12.4336636098426,11.2285389779047,12.5010775506297,12.4125467324476,11.950253492208,12.5114016075931,12.051929705552
b4036,15.4101430016283,14.6902990821337,14.7238925780167,10.238982006655,12.1912313309148,14.9991557665909,14.2058365356725,14.6216223513056
c4190,6.83356635901865,6.4050519836124,6.24762342387544,4.85812703068385,5.28129989368203,6.09285002000455,6.58825985701893,4.91621893782136
c1845,12.4407783735629,12.1504257195376,12.5790532141355,11.916117826805,12.0232120539709,12.0366553657472,12.1050894993736,11.8573186628275
ECs3589,8.88668475835281,9.52336266314803,8.98226585633301,9.01706372773048,9.54556741490537,9.37265054159338,9.74949577149928,8.6656679393606
ECs0021,5.73739493555024,6.06813516220476,5.50079943821375,3.30041993946286,4.9998096648072,5.60855880994812,5.88777613227428,4.40573714435147
b1465,8.28065664043945,7.68130328513476,8.59672018784419,7.54416066090086,8.17743808540496,8.2443896448612,8.26914190291788,7.09786080503132
b0704,8.0327426716566,8.02672656358814,8.94767137342201,7.89784431452537,8.20256548301509,8.38001591026336,7.8058511482006,7.1213957176131
b2679,13.0218813818974,11.7820446465462,11.4288463852519,11.0341257721192,11.8925551442077,11.5703513598581,12.4485886124381,12.3720146409668
b3659,6.88696476792531,6.14044068275902,6.24643651126473,4.48436348479593,5.19971617979188,5.57166865424034,6.54514949811161,5.70282161518059
b0059,9.78486505339811,9.71984254174445,10.0363785004028,10.1853969753802,10.6956968391315,10.1428937841379,9.77608602349925,10.1101170994247
Z0335,5.87449025231352,5.65294820717391,4.66688195424423,3.12201993961232,4.52060261123118,4.75668315209203,5.69100851477408,2.12833819690792
c5119,7.22309972902308,6.87513664599318,6.61817405922225,5.11976844951287,6.04060104589273,6.15192372730847,7.02649171646527,5.94012517816036
ECs3225,11.3455712201333,11.8011080964563,10.7831536451198,9.50520703991318,10.063846208998,10.1491527400029,12.4810681197785,9.86296883040986
b2105,10.53045520468,10.2249738438716,10.771583868845,10.0813805475946,10.7850146147563,10.7866984388941,10.6437019494184,10.004226574802
b4161,12.3532740412882,12.5419416318979,12.2915434505517,12.6121475978247,12.8515306551028,12.6852761565363,12.6536114570672,12.4359341391827
ECs2060,8.22899887796585,8.17283858912608,7.1085408600925,5.2825376214874,6.80958842595266,7.4712567683011,7.43976082630929,5.24201795172145
c1914,8.85770248011345,8.09630818354536,8.12639918015686,7.10607479334489,8.50597454041748,7.836044065216,8.53032845939215,7.27098566533382
b1251,10.9343548858789,11.1877379734852,11.0264865249655,10.6662698355978,11.3492521483647,11.57029816856,11.1901725073254,11.0685712225393
b2924,10.5232583271684,10.7663176271101,10.7529326578768,11.9272929102597,12.7176698164865,11.2882929557941,11.383919639282,11.0636031317396
Z2991,5.40036546293006,5.8438442809368,5.44351243570955,3.40699611579159,4.48513740550536,5.12071462147125,5.63065775107217,3.4568500927974
ECs2940,7.1261277032057,7.4384641788085,7.86356561402894,4.82403292772918,6.91984705322148,7.68327770766042,7.12724648589448,5.05220109413372
c1247,5.31484101645032,5.46819101561331,5.43773754098759,2.72635736509845,5.03868948180702,4.99752306056431,5.57823391850955,3.1161435252821
b0276,8.32959284334934,8.00166690709892,8.90005031438886,7.49883530591773,8.09199252070177,8.38498307953446,8.54763278803469,8.10810533945909
c2657,13.4076076031179,11.6595433098312,13.2227535999088,11.4725958327637,11.3793298068811,12.0952959115407,12.1151167159156,11.2946375764425
Z3024,5.57056873493975,5.8383399435095,5.89802267900617,3.77137257633939,5.14357816643141,5.48241758173275,5.87618441007332,3.63522614249173
b1868,7.66232759850029,7.88934347572173,7.73697047805359,7.68169820417983,8.38546982475556,8.20225167896166,8.05449323647818,7.76886686285379
c3224,6.80401440799532,7.44479442089937,9.79815200202299,6.35872134749798,7.80836952378909,8.41802434663184,7.28147087358256,7.18993346309278
Z2884,10.0337477851796,9.57003325357914,10.2786553751449,8.83684677820057,9.61218055250255,9.93702169165586,9.33866202333574,9.41377732593181
c1489,5.60065387273248,5.79309726271476,5.86668155537513,3.8889608745179,5.52189537969,5.36398934851855,6.10072523094346,3.91539292138401
Z5689,5.41829005330914,5.8680813093138,6.34907309969057,3.05383870741229,5.10377917649424,5.0959469088334,5.68185875088512,3.47739121558707
L7057,5.09671529407542,5.53001218257362,5.17846062055099,2.4693195602909,4.77052008479483,4.85821430481003,5.69060262468551,2.86340906517764
c3599,8.23880787706331,8.9669616889536,8.77033349043996,6.89434465080238,8.63916947345389,7.38633905726662,8.37391102314129,7.28205240530321
c1453,8.39990601978036,8.81038289138266,11.5590403350038,7.41227810366647,10.8981972765369,8.90906674345901,8.40753824707503,8.48264758935283
b1175,12.473165377031,12.5838906124516,12.0355398159731,12.0164831809297,12.0904234289411,12.2437459084526,13.1171165713602,12.0788358949183
b2862,7.17577128055791,7.15934038037772,7.53469506739119,6.45439462340517,7.84960074759073,7.43727154209036,6.88284790131684,6.71178409551951
ECs0833,5.66088767422782,6.18285238827214,5.21866799088006,3.4018015596003,5.99308526751832,5.46855572397386,5.89361977486225,3.07653167193008
L7012,5.73874396459577,5.49539001850802,5.38740360294231,3.41757587179176,6.86397897225548,5.23400676883225,5.62357414544269,3.82300867459953
c4518,6.87024651092993,6.73754946813331,6.82472993689925,4.97349735352951,8.02659205055534,6.38294759332376,6.64044857862542,5.12764746209189
ECs2909,5.41586139913024,5.47605459781895,5.22070157243932,3.08355038442649,5.0771827047662,4.55908832671196,5.39262551178019,2.89072879395743
Z4083,5.74385063360719,6.22363395698157,5.504143195239,3.83454457989896,4.97700939676583,5.39226248121944,6.1779506637022,3.12566079726057
Z4865,5.12181453759888,5.54724440937711,5.01086185187022,3.17935813370961,4.56958616174454,4.72005030615503,5.59600028345828,2.9922307814472
Z2504,5.76565740317031,6.32920096936748,5.64756809332472,4.2040791749083,5.09148109747436,5.37380789560033,6.3807724313868,3.04485671423081
b3389,10.6635615225368,10.9573739438747,10.9140998195068,11.2243066430672,11.870173668829,11.2627685022361,10.9738695485356,11.1559590217088
b0322,10.7729100582982,11.2580782651572,10.8340709911176,10.973466682312,10.7116331196287,10.6594111663531,10.7349247745601,10.2890954198197
ECs2582,7.01177018651276,6.98572501668668,7.04852038350491,5.653088131032,6.51208125639027,6.90078174401378,7.15842407647274,5.89480245778742
Z5490,6.01662879229806,6.2653383458278,5.47373300461052,3.24231549942421,4.42333070642941,5.38679289010229,6.34734728099089,2.39793529414226
